----------------------------------------------------------------
Program to calculate electron spin polarization and transmission
----------------------------------------------------------------
Partitionng the system into three regions based on Au atoms:
left electrode: 9 atoms
central region: 40 atoms
right electrode: 9 atoms
Note:
The first and last sets of heavy atoms are assummed be on left and right
electrodes, respectively.

Basis functions for the partitioned Hamiltonian/overlap matrix:
---------------------------------------------------------------
Left electrode: 198
Central: 279
Right electrode: 198
Total: 675

Default input parameters for electron transport:
  1.02  0.20780426  4.10421e-03  4.08719e-03  0.00000e+00  0.00000e+00
  1.03  0.21525921  4.12374e-03  4.10603e-03  0.00000e+00  0.00000e+00
  1.04  0.22271795  4.14415e-03  4.12573e-03  0.00000e+00  0.00000e+00
  1.05  0.23017739  4.16543e-03  4.14630e-03  0.00000e+00  0.00000e+00
  1.06  0.23763403  4.18762e-03  4.16776e-03  0.00000e+00  0.00000e+00
  1.07  0.24508393  4.21071e-03  4.19012e-03  0.00000e+00  0.00000e+00
  1.08  0.25252266  4.23473e-03  4.21340e-03  0.00000e+00  0.00000e+00
  1.09  0.25994523  4.25969e-03  4.23760e-03  0.00000e+00  0.00000e+00
  1.10  0.26734607  4.28562e-03  4.26276e-03  0.00000e+00  0.00000e+00
  1.11  0.27471891  4.31251e-03  4.28888e-03  0.00000e+00  0.00000e+00
  1.12  0.28205673  4.34041e-03  4.31599e-03  0.00000e+00  0.00000e+00
  1.13  0.28935165  4.36932e-03  4.34411e-03  0.00000e+00  0.00000e+00
  1.14  0.29659486  4.39927e-03  4.37325e-03  0.00000e+00  0.00000e+00
  1.15  0.30377645  4.43027e-03  4.40343e-03  0.00000e+00  0.00000e+00
  1.16  0.31088534  4.46235e-03  4.43469e-03  0.00000e+00  0.00000e+00
  1.17  0.31790906  4.49553e-03  4.46704e-03  0.00000e+00  0.00000e+00
  1.18  0.32483361  4.52984e-03  4.50051e-03  0.00000e+00  0.00000e+00
  1.19  0.33164324  4.56530e-03  4.53512e-03  0.00000e+00  0.00000e+00
  1.20  0.33832022  4.60194e-03  4.57090e-03  0.00000e+00  0.00000e+00
  1.21  0.34484451  4.63978e-03  4.60789e-03  0.00000e+00  0.00000e+00
  1.22  0.35119350  4.67885e-03  4.64610e-03  0.00000e+00  0.00000e+00
  1.23  0.35734158  4.71919e-03  4.68558e-03  0.00000e+00  0.00000e+00
  1.24  0.36325969  4.76081e-03  4.72635e-03  0.00000e+00  0.00000e+00
  1.25  0.36891475  4.80377e-03  4.76845e-03  0.00000e+00  0.00000e+00
  1.26  0.37426907  4.84808e-03  4.81192e-03  0.00000e+00  0.00000e+00
  1.27  0.37927952  4.89378e-03  4.85680e-03  0.00000e+00  0.00000e+00
  1.28  0.38389661  4.94092e-03  4.90313e-03  0.00000e+00  0.00000e+00
  1.29  0.38806338  4.98952e-03  4.95094e-03  0.00000e+00  0.00000e+00
  1.30  0.39171398  5.03962e-03  5.00030e-03  0.00000e+00  0.00000e+00
  1.31  0.39477201  5.09128e-03  5.05124e-03  0.00000e+00  0.00000e+00
  1.32  0.39714838  5.14452e-03  5.10382e-03  0.00000e+00  0.00000e+00
  1.33  0.39873874  5.19940e-03  5.15810e-03  0.00000e+00  0.00000e+00
  1.34  0.39942018  5.25595e-03  5.21413e-03  0.00000e+00  0.00000e+00
  1.35  0.39904707  5.31424e-03  5.27200e-03  0.00000e+00  0.00000e+00
  1.36  0.39744572  5.37430e-03  5.33175e-03  0.00000e+00  0.00000e+00
  1.37  0.39440751  5.43620e-03  5.39348e-03  0.00000e+00  0.00000e+00
  1.38  0.38967986  5.49997e-03  5.45728e-03  0.00000e+00  0.00000e+00
  1.39  0.38295430  5.56569e-03  5.52323e-03  0.00000e+00  0.00000e+00
  1.40  0.37385036  5.63341e-03  5.59145e-03  0.00000e+00  0.00000e+00
  1.41  0.36189368  5.70319e-03  5.66206e-03  0.00000e+00  0.00000e+00
  1.42  0.34648557  5.77510e-03  5.73522e-03  0.00000e+00  0.00000e+00
  1.43  0.32685986  5.84920e-03  5.81108e-03  0.00000e+00  0.00000e+00
  1.44  0.30202065  5.92556e-03  5.88987e-03  0.00000e+00  0.00000e+00
  1.45  0.27064989  6.00425e-03  5.97184e-03  0.00000e+00  0.00000e+00
  1.46  0.23096663  6.08536e-03  6.05731e-03  0.00000e+00  0.00000e+00
  1.47  0.18050536  6.16895e-03  6.14672e-03  0.00000e+00  0.00000e+00
  1.48  0.11575369  6.25512e-03  6.24066e-03  0.00000e+00  0.00000e+00
  1.49  0.03153266  6.34395e-03  6.33995e-03  0.00000e+00  0.00000e+00
  1.50 -0.08012203  6.43552e-03  6.44584e-03  0.00000e+00  0.00000e+00
  1.51 -0.23211930  6.52994e-03  6.56032e-03  0.00000e+00  0.00000e+00
  1.52 -0.44684861  6.62729e-03  6.68679e-03  0.00000e+00  0.00000e+00
  1.53 -0.76682780  6.72769e-03  6.83167e-03  0.00000e+00  0.00000e+00
  1.54 -1.28384554  6.83124e-03  7.00892e-03  0.00000e+00  0.00000e+00
  1.55 -2.23927640  6.93804e-03  7.25589e-03  0.00000e+00  0.00000e+00
  1.56 -4.53633645  7.04823e-03  7.71808e-03  0.00000e+00  0.00000e+00
  1.57 -16.72870713  7.16192e-03  1.00395e-02  0.00000e+00  0.00000e+00
  1.58 15.48710644  7.27923e-03  5.32691e-03  0.00000e+00  0.00000e+00
  1.59  6.49754967  7.40031e-03  6.49730e-03  0.00000e+00  0.00000e+00
  1.60  4.46467905  7.52529e-03  6.88205e-03  0.00000e+00  0.00000e+00
  1.61  3.58424976  7.65432e-03  7.12460e-03  0.00000e+00  0.00000e+00
  1.62  3.10043035  7.78755e-03  7.31917e-03  0.00000e+00  0.00000e+00
  1.63  2.79975272  7.92514e-03  7.49346e-03  0.00000e+00  0.00000e+00
  1.64  2.59874852  8.06727e-03  7.65859e-03  0.00000e+00  0.00000e+00
  1.65  2.45808598  8.21411e-03  7.81998e-03  0.00000e+00  0.00000e+00
  1.66  2.35681078  8.36584e-03  7.98059e-03  0.00000e+00  0.00000e+00
  1.67  2.28273989  8.52266e-03  8.14225e-03  0.00000e+00  0.00000e+00
  1.68  2.22831026  8.68478e-03  8.30617e-03  0.00000e+00  0.00000e+00
  1.69  2.18858130  8.85240e-03  8.47322e-03  0.00000e+00  0.00000e+00
  1.70  2.16019133  9.02576e-03  8.64406e-03  0.00000e+00  0.00000e+00
  1.71  2.14077571  9.20509e-03  8.81923e-03  0.00000e+00  0.00000e+00
  1.72  2.12862464  9.39064e-03  8.99919e-03  0.00000e+00  0.00000e+00
  1.73  2.12247301  9.58266e-03  9.18434e-03  0.00000e+00  0.00000e+00
  1.74  2.12136637  9.78145e-03  9.37507e-03  0.00000e+00  0.00000e+00
  1.75  2.12457263  9.98728e-03  9.57173e-03  0.00000e+00  0.00000e+00
  1.76  2.13152245  1.02005e-02  9.77468e-03  0.00000e+00  0.00000e+00
  1.77  2.14176779  1.04213e-02  9.98426e-03  0.00000e+00  0.00000e+00
  1.78  2.15495265  1.06502e-02  1.02008e-02  0.00000e+00  0.00000e+00
  1.79  2.17079198  1.08874e-02  1.04247e-02  0.00000e+00  0.00000e+00
  1.80  2.18905610  1.11333e-02  1.06564e-02  0.00000e+00  0.00000e+00
  1.81  2.20955925  1.13884e-02  1.08960e-02  0.00000e+00  0.00000e+00
  1.82  2.23215082  1.16531e-02  1.11442e-02  0.00000e+00  0.00000e+00
  1.83  2.25670871  1.19277e-02  1.14013e-02  0.00000e+00  0.00000e+00
  1.84  2.28313423  1.22129e-02  1.16676e-02  0.00000e+00  0.00000e+00
  1.85  2.31134804  1.25089e-02  1.19437e-02  0.00000e+00  0.00000e+00
  1.86  2.34128706  1.28165e-02  1.22301e-02  0.00000e+00  0.00000e+00
  1.87  2.37290191  1.31360e-02  1.25271e-02  0.00000e+00  0.00000e+00
  1.88  2.40615495  1.34682e-02  1.28353e-02  0.00000e+00  0.00000e+00
  1.89  2.44101869  1.38136e-02  1.31553e-02  0.00000e+00  0.00000e+00
  1.90  2.47747446  1.41730e-02  1.34877e-02  0.00000e+00  0.00000e+00
  1.91  2.51551140  1.45468e-02  1.38329e-02  0.00000e+00  0.00000e+00
  1.92  2.55512561  1.49361e-02  1.41918e-02  0.00000e+00  0.00000e+00
  1.93  2.59631941  1.53414e-02  1.45649e-02  0.00000e+00  0.00000e+00
  1.94  2.63910087  1.57636e-02  1.49530e-02  0.00000e+00  0.00000e+00
  1.95  2.68348327  1.62037e-02  1.53567e-02  0.00000e+00  0.00000e+00
  1.96  2.72948479  1.66625e-02  1.57770e-02  0.00000e+00  0.00000e+00
  1.97  2.77712820  1.71410e-02  1.62147e-02  0.00000e+00  0.00000e+00
  1.98  2.82644061  1.76404e-02  1.66706e-02  0.00000e+00  0.00000e+00
  1.99  2.87745334  1.81617e-02  1.71457e-02  0.00000e+00  0.00000e+00
  2.00  2.93020176  1.87061e-02  1.76411e-02  0.00000e+00  0.00000e+00
  2.01  2.98472519  1.92750e-02  1.81578e-02  0.00000e+00  0.00000e+00
  2.02  3.04106688  1.98698e-02  1.86969e-02  0.00000e+00  0.00000e+00
  2.03  3.09927394  2.04917e-02  1.92597e-02  0.00000e+00  0.00000e+00
  2.04  3.15939737  2.11425e-02  1.98475e-02  0.00000e+00  0.00000e+00
  2.05  3.22149208  2.18239e-02  2.04617e-02  0.00000e+00  0.00000e+00
  2.06  3.28561693  2.25375e-02  2.11036e-02  0.00000e+00  0.00000e+00
  2.07  3.35183481  2.32854e-02  2.17750e-02  0.00000e+00  0.00000e+00
  2.08  3.42021272  2.40695e-02  2.24775e-02  0.00000e+00  0.00000e+00
  2.09  3.49082189  2.48922e-02  2.32129e-02  0.00000e+00  0.00000e+00
  2.10  3.56373789  2.57557e-02  2.39831e-02  0.00000e+00  0.00000e+00
  2.11  3.63904078  2.66626e-02  2.47902e-02  0.00000e+00  0.00000e+00
  2.12  3.71681527  2.76156e-02  2.56363e-02  0.00000e+00  0.00000e+00
  2.13  3.79715089  2.86177e-02  2.65239e-02  0.00000e+00  0.00000e+00
  2.14  3.88014219  2.96721e-02  2.74554e-02  0.00000e+00  0.00000e+00
  2.15  3.96588892  3.07820e-02  2.84336e-02  0.00000e+00  0.00000e+00
  2.16  4.05449627  3.19514e-02  2.94614e-02  0.00000e+00  0.00000e+00
  2.17  4.14607508  3.31840e-02  3.05419e-02  0.00000e+00  0.00000e+00
  2.18  4.24074213  3.44842e-02  3.16784e-02  0.00000e+00  0.00000e+00
  2.19  4.33862032  3.58566e-02  3.28746e-02  0.00000e+00  0.00000e+00
  2.20  4.43983902  3.73063e-02  3.41344e-02  0.00000e+00  0.00000e+00
  2.21  4.54453427  3.88387e-02  3.54620e-02  0.00000e+00  0.00000e+00
  2.22  4.65284913  4.04596e-02  3.68619e-02  0.00000e+00  0.00000e+00
  2.23  4.76493391  4.21755e-02  3.83391e-02  0.00000e+00  0.00000e+00
  2.24  4.88094650  4.39934e-02  3.98987e-02  0.00000e+00  0.00000e+00
  2.25  5.00105264  4.59207e-02  4.15465e-02  0.00000e+00  0.00000e+00
  2.26  5.12542617  4.79658e-02  4.32886e-02  0.00000e+00  0.00000e+00
  2.27  5.25424937  5.01375e-02  4.51318e-02  0.00000e+00  0.00000e+00
  2.28  5.38771312  5.24457e-02  4.70834e-02  0.00000e+00  0.00000e+00
  2.29  5.52601715  5.49010e-02  4.91511e-02  0.00000e+00  0.00000e+00
  2.30  5.66937021  5.75151e-02  5.13435e-02  0.00000e+00  0.00000e+00
  2.31  5.81799016  6.03007e-02  5.36699e-02  0.00000e+00  0.00000e+00
  2.32  5.97210402  6.32718e-02  5.61404e-02  0.00000e+00  0.00000e+00
  2.33  6.13194787  6.64437e-02  5.87659e-02  0.00000e+00  0.00000e+00
  2.34  6.29776668  6.98331e-02  6.15584e-02  0.00000e+00  0.00000e+00
  2.35  6.46981393  7.34586e-02  6.45309e-02  0.00000e+00  0.00000e+00
  2.36  6.64835103  7.73403e-02  6.76976e-02  0.00000e+00  0.00000e+00
  2.37  6.83364653  8.15005e-02  7.10741e-02  0.00000e+00  0.00000e+00
  2.38  7.02597494  8.59638e-02  7.46772e-02  0.00000e+00  0.00000e+00
  2.39  7.22561521  9.07572e-02  7.85255e-02  0.00000e+00  0.00000e+00
  2.40  7.43284866  9.59106e-02  8.26392e-02  0.00000e+00  0.00000e+00
  2.41  7.64795641  1.01457e-01  8.70405e-02  0.00000e+00  0.00000e+00
  2.42  7.87121595  1.07432e-01  9.17536e-02  0.00000e+00  0.00000e+00
  2.43  8.10289686  1.13877e-01  9.68052e-02  0.00000e+00  0.00000e+00
  2.44  8.34325544  1.20835e-01  1.02224e-01  0.00000e+00  0.00000e+00
  2.45  8.59252796  1.28355e-01  1.08043e-01  0.00000e+00  0.00000e+00
  2.46  8.85092228  1.36493e-01  1.14296e-01  0.00000e+00  0.00000e+00
  2.47  9.11860746  1.45307e-01  1.21021e-01  0.00000e+00  0.00000e+00
  2.48  9.39570101  1.54863e-01  1.28262e-01  0.00000e+00  0.00000e+00
  2.49  9.68225321  1.65235e-01  1.36063e-01  0.00000e+00  0.00000e+00
  2.50  9.97822805  1.76503e-01  1.44475e-01  0.00000e+00  0.00000e+00
  2.51 10.28347995  1.88754e-01  1.53553e-01  0.00000e+00  0.00000e+00
  2.52 10.59772576  2.02085e-01  1.63357e-01  0.00000e+00  0.00000e+00
  2.53 10.92051096  2.16603e-01  1.73952e-01  0.00000e+00  0.00000e+00
  2.54 11.25116936  2.32420e-01  1.85409e-01  0.00000e+00  0.00000e+00
  2.55 11.58877530  2.49661e-01  1.97805e-01  0.00000e+00  0.00000e+00
  2.56 11.93208751  2.68458e-01  2.11222e-01  0.00000e+00  0.00000e+00
  2.57 12.27948380  2.88952e-01  2.25749e-01  0.00000e+00  0.00000e+00
  2.58 12.62888646  3.11288e-01  2.41480e-01  0.00000e+00  0.00000e+00
  2.59 12.97767840  3.35618e-01  2.58513e-01  0.00000e+00  0.00000e+00
  2.60 13.32261139  3.62090e-01  2.76953e-01  0.00000e+00  0.00000e+00
  2.61 13.65970944  3.90849e-01  2.96904e-01  0.00000e+00  0.00000e+00
  2.62 13.98417239  4.22025e-01  3.18473e-01  0.00000e+00  0.00000e+00
  2.63 14.29028857  4.55726e-01  3.41763e-01  0.00000e+00  0.00000e+00
  2.64 14.57136964  4.92022e-01  3.66870e-01  0.00000e+00  0.00000e+00
  2.65 14.81972610  5.30933e-01  3.93879e-01  0.00000e+00  0.00000e+00
  2.66 15.02670662  5.72409e-01  4.22854e-01  0.00000e+00  0.00000e+00
  2.67 15.18282278  6.16309e-01  4.53832e-01  0.00000e+00  0.00000e+00
  2.68 15.27795285  6.62385e-01  4.86812e-01  0.00000e+00  0.00000e+00
  2.69 15.30149330  7.10255e-01  5.21741e-01  0.00000e+00  0.00000e+00
  2.70 15.24181247  7.59372e-01  5.58504e-01  0.00000e+00  0.00000e+00
  2.71 15.08209464  8.08935e-01  5.96905e-01  0.00000e+00  0.00000e+00
  2.72 14.77775469  8.57455e-01  6.36658e-01  0.00000e+00  0.00000e+00
  2.73 14.11642420  9.00049e-01  6.77373e-01  0.00000e+00  0.00000e+00
  2.74 11.34569306  9.02462e-01  7.18547e-01  0.00000e+00  0.00000e+00
  2.75 -38.32397013  3.38676e-01  7.59566e-01  0.00000e+00  0.00000e+00
  2.76 -16.91755951  5.68280e-01  7.99711e-01  0.00000e+00  0.00000e+00
  2.77  0.81087916  8.51885e-01  8.38180e-01  0.00000e+00  0.00000e+00
  2.78  3.32245038  9.34198e-01  8.74118e-01  0.00000e+00  0.00000e+00
  2.79  3.40725835  9.70622e-01  9.06658e-01  0.00000e+00  0.00000e+00
  2.80  2.70037552  9.86876e-01  9.34978e-01  0.00000e+00  0.00000e+00
  2.81  1.64571687  9.90417e-01  9.58345e-01  0.00000e+00  0.00000e+00
  2.82  0.42628531  9.84525e-01  9.76167e-01  0.00000e+00  0.00000e+00
  2.83 -0.85722398  9.71227e-01  9.88022e-01  0.00000e+00  0.00000e+00
  2.84 -2.13714081  9.52087e-01  9.93670e-01  0.00000e+00  0.00000e+00
  2.85 -3.36119261  9.28447e-01  9.93032e-01  0.00000e+00  0.00000e+00
  2.86 -4.48331037  9.01491e-01  9.86118e-01  0.00000e+00  0.00000e+00
  2.87 -5.45420016  8.72253e-01  9.72891e-01  0.00000e+00  0.00000e+00
  2.88 -6.20297901  8.41621e-01  9.52937e-01  0.00000e+00  0.00000e+00
  2.89 -6.58455189  8.10331e-01  9.24567e-01  0.00000e+00  0.00000e+00
  2.90 -6.16519247  7.78981e-01  8.81343e-01  0.00000e+00  0.00000e+00
  2.91 -2.65975972  7.48037e-01  7.88916e-01  0.00000e+00  0.00000e+00
  2.92 65.63114007  7.17852e-01  1.48956e-01  0.00000e+00  0.00000e+00
  2.93 -16.02615886  6.88683e-01  9.51549e-01  0.00000e+00  0.00000e+00
  2.94 -15.42585519  6.60704e-01  9.01722e-01  0.00000e+00  0.00000e+00
  2.95 -15.13548818  6.34027e-01  8.60183e-01  0.00000e+00  0.00000e+00
  2.96 -15.10067269  6.08713e-01  8.25251e-01  0.00000e+00  0.00000e+00
  2.97 -15.16529471  5.84783e-01  7.93858e-01  0.00000e+00  0.00000e+00
  2.98 -15.26454155  5.62229e-01  7.64793e-01  0.00000e+00  0.00000e+00
  2.99 -15.37039974  5.41023e-01  7.37544e-01  0.00000e+00  0.00000e+00
=======    Accumulated Time Information    =======
Category ||| Time Per Call ||| Total Elapsed     
transmission ||| 74.01720 ||| 74.01720 
radical_transmission ||| 74.17341 ||| 74.17341 
Total Time in seconds: 107.51002
